,v,vw,o,c,h,l,t,n
236,3286303.0,3152.596,3158.9,3177.29,3184.13,3120.02,1607403600000,181280
237,4100836.0,3126.3967,3167.89,3104.2,3174.43,3088.0,1607490000000,240020
238,3029822.0,3109.8409,3088.99,3101.49,3142.1,3076.0,1607576400000,174755
239,3028295.0,3100.7187,3096.66,3116.42,3118.67,3072.82,1607662800000,158149
240,4155074.0,3169.3117,3143.0,3156.97,3190.47,3126.0,1607922000000,202647
241,3323686.0,3157.1352,3181.01,3165.12,3188.4999,3130.49,1608008400000,162626
242,4412826.0,3219.3181,3176.01,3240.96,3247.0,3163.68,1608094800000,212078
243,3474347.0,3239.6763,3250.0,3236.08,3263.51,3221.0,1608181200000,156922
244,5995713.0,3202.3084,3243.99,3201.65,3249.42,3171.6,1608267600000,205390
245,3836560.0,3202.0967,3200.01,3206.18,3226.9666,3166.0,1608526800000,178095
246,2381781.0,3201.2078,3202.8434,3206.52,3222.0,3180.08,1608613200000,129229
247,2093787.0,3196.6842,3205.0,3185.27,3210.13,3184.17,1608699600000,108006
248,1451677.0,3182.6301,3193.9,3172.69,3202.0,3169.0,1608786000000,80009
249,5656787.0,3257.3736,3194.0,3283.96,3304.0,3172.69,1609131600000,254209
250,4865433.0,3322.1943,3309.94,3322.0,3350.65,3281.223,1609218000000,209313
251,3116110.0,3305.6004,3341.0,3285.85,3342.1,3282.47,1609304400000,140256
252,2940486.0,3256.4933,3275.0,3256.93,3282.9219,3241.2,1609390800000,126766
253,4411416.0,3193.6101,3270.0,3186.63,3272.0,3144.02,1609736400000,244077
254,2655548.0,3203.704,3166.01,3218.51,3223.38,3165.06,1609822800000,135626
255,4394815.0,3162.8567,3146.48,3138.38,3197.509,3131.16,1609909200000,236833
256,3514545.0,3183.9906,3157.0,3162.16,3208.542,3155.0,1609995600000,166748
257,3514954.0,3166.2416,3180.0,3182.7,3190.64,3142.2,1610082000000,190280
258,3654095.0,3131.1142,3148.01,3114.21,3156.3841,3110.0,1610341200000,211079
259,3484582.0,3116.6404,3120.0,3120.83,3142.1418,3086.0,1610427600000,192771
260,3317494.0,3167.1571,3128.44,3165.89,3189.95,3122.08,1610514000000,166014
261,3070919.0,3146.062,3167.52,3127.47,3177.9999,3120.59,1610600400000,158481
262,4223995.0,3110.5462,3123.02,3104.25,3142.545,3095.17,1610686800000,182766
263,3273780.0,3121.097,3107.0,3120.76,3145.0,3096.0,1611032400000,160325
264,5309835.0,3235.4181,3181.99,3263.38,3279.8,3175.0,1611118800000,249048
265,4941851.0,3317.4933,3293.0,3306.99,3348.55,3289.5675,1611205200000,225977
266,2821914.0,3297.9776,3304.31,3292.23,3321.91,3283.1644,1611291600000,132727
267,3749753.0,3305.8312,3328.5,3294.0,3363.89,3243.1463,1611550800000,183652
268,2955235.0,3323.0162,3296.3559,3326.13,3338.0,3282.87,1611637200000,138616
269,4660158.0,3266.9584,3341.49,3232.58,3346.52,3207.08,1611723600000,237909
270,3149228.0,3261.6402,3235.04,3237.62,3301.68,3228.69,1611810000000,159385
271,4293556.0,3209.3337,3230.0,3206.2,3236.99,3186.0001,1611896400000,193750
272,4158202.0,3307.9135,3242.36,3342.88,3350.26,3235.025,1612155600000,208720
273,7098106.0,3399.0645,3380.0,3380.0,3427.74,3361.125,1612242000000,349007
274,7088781.0,3370.0891,3425.01,3312.53,3434.0,3308.62,1612328400000,335473
275,3670661.0,3312.4187,3330.0,3331.0,3347.0,3277.75,1612414800000,179352
276,3598263.0,3340.8984,3319.0,3352.15,3377.0,3302.71,1612501200000,156673
277,3257391.0,3320.3817,3358.5,3322.94,3364.9999,3304.0,1612760400000,171436
278,2203526.0,3314.7945,3312.49,3305.0,3338.0,3297.84,1612846800000,126607
279,3021550.0,3281.3295,3314.0,3286.58,3317.9548,3254.0,1612933200000,158357
280,2301417.0,3264.9162,3292.0,3262.13,3292.0,3248.06,1613019600000,128763
281,2335339.0,3258.3467,3250.0,3277.71,3280.25,3233.31,1613106000000,117762
282,2573281.0,3275.0891,3254.05,3268.95,3308.3,3253.591,1613451600000,138112
283,3302099.0,3298.7618,3263.6,3308.64,3320.91,3259.4996,1613538000000,159164
284,3033607.0,3313.3713,3282.42,3328.23,3338.0,3273.94,1613624400000,150467
285,4305184.0,3286.6511,3328.23,3249.9,3333.5,3245.75,1613710800000,186659
286,3501179.0,3194.9223,3208.13,3180.74,3232.3199,3172.26,1613970000000,194812
287,4677222.0,3148.3594,3127.03,3194.5,3204.73,3093.6,1614056400000,243836
288,3011275.0,3153.3232,3166.75,3159.53,3171.23,3125.38,1614142800000,174835
289,4533801.0,3097.8177,3136.74,3057.16,3178.26,3047.76,1614229200000,295583
290,4275930.0,3087.5508,3095.2,3092.93,3122.44,3036.7,1614315600000,215555
291,2733963.0,3127.4231,3127.89,3146.14,3149.56,3097.99,1614574800000,155961
292,2595762.0,3127.2835,3143.47,3094.53,3163.52,3087.1201,1614661200000,137796
293,3988725.0,3033.0092,3081.18,3005.0,3107.775,2995.0,1614747600000,265872
294,5461578.0,3000.7238,3012.0,2977.57,3058.13,2945.43,1614834000000,320905
295,5373551.0,2960.6952,3005.0,3000.46,3009.0,2881.0001,1614920400000,314581
296,4089308.0,3000.1421,3015.0,2951.95,3064.59,2951.31,1615179600000,225890
297,4030032.0,3057.8624,3017.99,3062.85,3090.96,3005.1474,1615266000000,198934
298,3012489.0,3064.006,3098.45,3057.64,3116.46,3030.05,1615352400000,163117
299,2772399.0,3110.8571,3104.01,3113.59,3131.7843,3082.93,1615438800000,150914
300,2421568.0,3073.4933,3075.0,3089.49,3098.98,3045.5,1615525200000,150742
301,2918592.0,3059.6054,3074.57,3081.68,3082.24,3032.09,1615780800000,164272
302,2538764.0,3102.5567,3104.97,3091.86,3128.91,3075.8601,1615867200000,135941
303,3118314.0,3121.3682,3073.22,3135.73,3173.05,3070.22,1615953600000,179314
304,3657027.0,3065.0724,3101.0,3027.99,3116.63,3025.0,1616040000000,212050
305,4610334.0,3054.172,3029.23,3074.96,3077.285,3016.63,1616126400000,167143
306,2902179.0,3108.2449,3067.85,3110.87,3126.58,3060.05,1616385600000,148669
307,3817263.0,3151.5112,3127.0,3137.5,3182.0,3120.8501,1616472000000,184398
308,2958981.0,3122.2654,3151.04,3087.07,3160.31,3085.15,1616558400000,162871
309,3562269.0,3063.6366,3072.99,3046.26,3109.78,3037.14,1616644800000,181977
310,3312924.0,3035.2678,3044.06,3052.03,3056.66,2996.0,1616731200000,179219
311,2735468.0,3066.3924,3055.4394,3075.73,3091.25,3028.445,1616990400000,140592
312,2337603.0,3053.3091,3070.01,3055.29,3073.0,3034.0,1617076800000,124463
313,3093896.0,3098.4555,3064.06,3094.08,3119.33,3062.5,1617163200000,143696
314,2940318.0,3139.591,3117.94,3161.0,3162.44,3115.55,1617249600000,147624
315,3314882.0,3211.4324,3173.0,3226.73,3235.955,3161.24,1617595200000,173200
